payment_id,student_id,subject_id,date_id,currency,amount_original,exchange_rate,amount_converted_pkr,payment_method_id,invoice_sent
7843,388,19,1291,AED,207.68,2.52,523.35,3,True
7844,50,37,1521,OMR,211.38,5.3,1120.31,5,True
7845,338,63,1314,KWD,206.95,3.79,784.34,7,False
7846,5,29,1613,SAR,261.34,2.5,653.35,5,False
7847,404,60,1629,OMR,378.78,4.42,1674.21,4,False
7848,343,34,1668,SAR,437.12,4.62,2019.49,2,False
7849,126,1,1266,OMR,370.29,3.47,1284.91,6,False
7850,75,48,1421,OMR,224.39,2.57,576.68,4,True
7851,165,21,1244,KWD,411.09,5.48,2252.77,6,False
7852,278,34,1590,AED,365.89,3.38,1236.71,3,False
7853,442,26,1671,USD,294.86,2.75,810.86,3,False
7854,324,36,1090,OMR,253.04,5.38,1361.36,7,False
7855,477,23,1435,OMR,224.3,3.14,704.3,6,True
7856,300,47,1640,SAR,348.42,4.43,1543.5,7,False
7857,290,76,1488,AED,452.36,3.99,1804.92,6,True
7858,77,44,1013,OMR,230.21,4.85,1116.52,5,False
7859,298,20,1285,OMR,231.83,2.82,653.76,8,False
7860,137,27,1670,USD,282.34,4.79,1352.41,6,False
7861,106,61,1640,AED,314.01,3.82,1199.52,5,False
7862,95,37,1685,AED,497.89,2.92,1453.84,5,True
7863,135,52,1397,OMR,361.81,4.46,1613.67,3,False
7864,68,75,1685,AED,448.42,5.22,2340.75,6,False
7865,147,62,1426,AED,267.64,3.48,931.39,6,True
7866,490,66,1360,USD,473.0,4.8,2270.4,4,False
7867,478,24,1042,KWD,423.15,2.95,1248.29,4,False
7868,159,12,1293,USD,300.29,5.47,1642.59,3,True
7869,384,16,1344,KWD,426.31,4.61,1965.29,2,False
7870,163,36,1620,USD,465.96,4.16,1938.39,8,False
7871,441,2,1241,OMR,307.85,3.92,1206.77,4,True
7872,341,62,1054,USD,449.48,4.46,2004.68,4,True
7873,189,64,1566,AED,333.54,4.86,1621.0,2,True
7874,415,29,1727,AED,423.61,2.87,1215.76,5,False
7875,339,74,1441,SAR,288.31,4.48,1291.63,3,False
7876,95,31,1106,OMR,407.24,5.26,2142.08,3,True
7877,181,15,1312,AED,462.83,3.32,1536.6,5,False
7878,288,55,1183,OMR,343.89,4.82,1657.55,1,True
7879,322,33,1129,USD,433.55,2.82,1222.61,4,False
7880,187,52,1498,AED,367.05,5.2,1908.66,4,False
7881,372,20,1635,OMR,454.74,2.61,1186.87,4,True
7882,138,73,1417,USD,271.14,2.53,685.98,4,True
7883,130,38,1048,KWD,207.02,3.63,751.48,7,True
7884,194,3,1319,SAR,401.07,4.09,1640.38,7,False
7885,316,54,1252,USD,433.13,3.86,1671.88,3,False
7886,472,66,1391,KWD,223.56,3.05,681.86,1,True
7887,273,18,1068,OMR,397.6,4.91,1952.22,2,False
7888,352,7,1441,KWD,263.12,4.61,1212.98,3,True
7889,144,35,1476,AED,496.94,5.13,2549.3,3,True
7890,16,60,1376,OMR,434.85,2.56,1113.22,3,True
7891,302,24,1563,SAR,246.38,3.53,869.72,5,False
7892,423,39,1544,SAR,342.51,3.09,1058.36,2,True
7893,245,12,1531,OMR,436.3,4.41,1924.08,6,True
7894,415,53,1186,AED,356.53,5.43,1935.96,5,True
7895,107,64,1699,OMR,493.61,3.39,1673.34,1,False
7896,88,4,1702,OMR,329.79,5.06,1668.74,5,True
7897,129,5,1111,OMR,466.06,5.1,2376.91,4,True
7898,395,16,1183,USD,227.71,3.36,765.11,2,False
7899,375,27,1292,SAR,364.71,2.73,995.66,6,False
7900,341,4,1360,SAR,498.58,5.1,2542.76,8,False
7901,4,72,1501,AED,403.58,4.9,1977.54,3,True
7902,327,48,1306,SAR,246.15,4.37,1075.68,8,True
7903,410,8,1648,AED,398.19,3.65,1453.39,2,True
7904,367,46,1085,AED,327.61,3.15,1031.97,2,True
7905,306,44,1295,SAR,411.25,3.49,1435.26,6,False
7906,396,67,1451,OMR,305.43,2.82,861.31,2,True
7907,95,52,1170,OMR,348.32,4.98,1734.63,8,False
7908,209,34,1355,USD,265.15,2.91,771.59,7,True
7909,225,62,1459,AED,248.29,2.91,722.52,5,True
7910,459,21,1278,KWD,289.57,5.16,1494.18,1,False
7911,348,24,1251,KWD,432.75,4.57,1977.67,2,True
7912,480,44,1007,SAR,438.02,3.27,1432.33,8,True
7913,321,41,1585,SAR,363.06,3.32,1205.36,2,False
7914,47,29,1319,KWD,256.03,5.1,1305.75,3,False
7915,476,6,1150,USD,442.74,4.26,1886.07,3,False
7916,181,56,1604,AED,460.08,3.75,1725.3,7,True
7917,106,14,1375,AED,230.7,5.19,1197.33,8,False
7918,199,50,1364,SAR,324.28,3.12,1011.75,2,False
7919,386,78,1607,SAR,365.29,4.13,1508.65,4,True
7920,106,52,1439,OMR,441.77,5.29,2336.96,5,False
7921,280,77,1141,USD,389.64,3.94,1535.18,4,True
7922,260,1,1591,AED,323.62,3.38,1093.84,8,True
7923,108,12,1019,OMR,339.08,5.48,1858.16,3,True
7924,19,24,1011,KWD,328.71,4.08,1341.14,2,False
7925,410,37,1635,OMR,238.06,3.73,887.96,3,True
7926,459,70,1121,KWD,435.82,3.49,1521.01,2,True
7927,296,76,1424,KWD,219.24,3.46,758.57,5,True
7928,306,3,1228,AED,405.82,2.98,1209.34,1,False
7929,171,27,1596,OMR,245.93,4.84,1190.3,7,True
7930,331,53,1028,AED,325.77,3.69,1202.09,4,True
7931,493,17,1134,USD,236.34,4.2,992.63,4,False
7932,195,15,1551,USD,377.39,4.53,1709.58,4,False
7933,12,39,1100,USD,470.39,4.07,1914.49,5,False
7934,195,4,1375,USD,382.64,3.42,1308.63,3,False
7935,490,17,1645,KWD,317.92,4.83,1535.55,1,False
7936,283,11,1310,USD,481.38,4.1,1973.66,7,True
7937,369,12,1439,AED,288.95,2.93,846.62,5,False
7938,182,32,1692,OMR,276.79,3.23,894.03,3,False
7939,450,27,1456,OMR,414.59,3.13,1297.67,5,True
7940,305,44,1199,AED,487.06,3.93,1914.15,6,True
7941,144,43,1720,SAR,433.52,2.76,1196.52,4,True
7942,386,49,1599,SAR,315.77,4.39,1386.23,3,False
7943,316,73,1124,SAR,282.58,5.1,1441.16,5,True
7944,182,43,1470,SAR,339.06,4.53,1535.94,4,True
7945,30,3,1021,KWD,422.22,3.29,1389.1,5,False
7946,84,29,1049,KWD,284.14,3.92,1113.83,6,False
7947,166,35,1725,OMR,451.79,3.31,1495.42,7,False
7948,284,48,1559,OMR,390.92,3.52,1376.04,8,False
7949,281,74,1065,KWD,344.92,4.71,1624.57,5,True
7950,96,39,1129,KWD,227.1,4.23,960.63,7,False
7951,381,24,1301,OMR,326.14,3.08,1004.51,2,False
7952,266,20,1326,AED,271.88,4.72,1283.27,8,False
7953,444,15,1383,KWD,352.73,5.46,1925.91,1,True
7954,298,76,1537,AED,396.17,4.84,1917.46,8,False
7955,296,18,1702,USD,295.43,3.86,1140.36,2,False
7956,225,60,1048,AED,443.87,3.17,1407.07,3,False
7957,333,41,1318,AED,460.18,3.34,1537.0,5,False
7958,361,69,1020,KWD,270.79,2.69,728.43,4,False
7959,374,75,1432,USD,208.35,3.41,710.47,4,True
7960,42,11,1590,SAR,251.45,4.46,1121.47,6,True
7961,303,56,1591,AED,336.07,4.7,1579.53,6,False
7962,421,18,1008,USD,401.78,4.15,1667.39,7,True
7963,246,12,1148,USD,378.99,5.16,1955.59,4,False
7964,208,16,1436,KWD,374.82,3.01,1128.21,2,True
7965,237,27,1498,USD,269.36,4.09,1101.68,3,False
7966,22,17,1054,SAR,248.14,2.86,709.68,1,False
7967,185,31,1296,KWD,210.7,3.27,688.99,7,True
7968,468,35,1517,AED,329.28,5.27,1735.31,5,True
7969,242,27,1703,KWD,290.39,5.36,1556.49,3,True
7970,363,32,1228,AED,364.49,2.93,1067.96,3,True
7971,283,17,1246,KWD,380.69,3.79,1442.82,7,True
7972,41,11,1281,USD,286.4,4.76,1363.26,1,False
7973,336,1,1256,SAR,365.95,4.52,1654.09,8,False
7974,162,49,1092,KWD,382.59,4.58,1752.26,2,False
7975,160,41,1213,OMR,464.0,4.33,2009.12,6,True
7976,474,20,1552,USD,243.92,3.06,746.4,3,False
7977,89,71,1667,KWD,315.2,4.87,1535.02,2,False
7978,322,37,1132,USD,295.35,4.42,1305.45,3,True
7979,12,16,1496,OMR,276.45,4.1,1133.44,2,False
7980,424,39,1085,USD,327.61,2.73,894.38,5,False
7981,73,45,1595,USD,482.75,3.01,1453.08,4,False
7982,76,64,1395,KWD,452.95,4.8,2174.16,1,True
7983,346,47,1546,USD,356.71,3.63,1294.86,3,True
7984,201,23,1248,KWD,319.78,4.18,1336.68,2,False
7985,10,32,1636,SAR,329.56,5.12,1687.35,6,True
7986,352,49,1563,OMR,275.79,2.97,819.1,6,False
7987,226,19,1288,AED,397.31,3.03,1203.85,3,False
7988,176,78,1408,OMR,279.25,3.72,1038.81,3,False
7989,276,67,1308,USD,233.38,4.53,1057.21,2,False
7990,39,39,1060,KWD,296.28,3.0,888.84,2,True
7991,60,60,1503,AED,346.13,4.09,1415.67,6,False
7992,66,11,1526,AED,418.51,4.58,1916.78,6,False
7993,321,49,1310,USD,346.19,3.42,1183.97,7,False
7994,435,15,1692,AED,210.43,3.56,749.13,7,False
7995,124,61,1199,KWD,411.31,5.13,2110.02,8,False
7996,164,43,1352,USD,432.22,3.04,1313.95,6,True
7997,408,15,1074,OMR,230.93,4.81,1110.77,5,True
7998,411,73,1270,USD,416.36,3.04,1265.73,5,False
7999,386,5,1020,USD,397.04,3.8,1508.75,8,False
8000,159,29,1035,AED,317.07,4.69,1487.06,6,True
8001,57,62,1197,SAR,438.9,3.63,1593.21,7,False
8002,78,60,1152,AED,413.17,2.74,1132.09,5,True
8003,194,69,1043,SAR,370.76,3.56,1319.91,8,True
8004,285,22,1640,USD,428.79,3.19,1367.84,1,True
8005,15,13,1553,USD,330.8,2.95,975.86,7,True
8006,12,50,1544,OMR,382.65,4.32,1653.05,8,True
8007,101,47,1509,AED,212.26,2.61,554.0,2,True
8008,156,29,1415,OMR,335.35,5.04,1690.16,5,True
8009,340,17,1408,KWD,381.52,4.76,1816.04,6,True
8010,125,20,1295,USD,201.16,4.76,957.52,6,True
8011,359,78,1626,OMR,319.08,4.72,1506.06,4,True
8012,280,6,1202,KWD,360.25,3.31,1192.43,2,False
8013,405,22,1575,SAR,311.15,2.88,896.11,3,False
8014,394,9,1367,AED,308.71,5.48,1691.73,3,True
8015,110,32,1425,KWD,457.53,5.49,2511.84,1,True
8016,334,33,1209,AED,489.34,5.35,2617.97,4,True
8017,357,77,1597,USD,228.98,4.53,1037.28,4,False
8018,146,70,1459,SAR,473.21,3.89,1840.79,3,False
8019,216,49,1361,USD,313.62,3.09,969.09,3,True
8020,398,30,1475,KWD,271.35,4.15,1126.1,8,False
8021,162,16,1303,SAR,244.9,3.4,832.66,4,True
8022,128,65,1184,KWD,424.25,3.08,1306.69,3,False
8023,314,14,1264,AED,417.05,4.81,2006.01,5,True
8024,332,56,1413,USD,228.42,2.83,646.43,3,True
8025,150,37,1401,AED,487.85,4.84,2361.19,8,True
8026,454,49,1172,SAR,221.75,3.19,707.38,7,False
8027,36,78,1727,OMR,349.08,2.5,872.7,7,True
8028,173,50,1082,AED,393.59,2.99,1176.83,1,False
8029,420,36,1589,SAR,466.46,5.05,2355.62,7,True
8030,22,52,1321,SAR,280.88,4.06,1140.37,6,False
8031,206,23,1345,KWD,280.27,4.8,1345.3,3,True
8032,127,66,1071,AED,434.38,3.4,1476.89,5,False
8033,336,71,1450,USD,323.3,5.26,1700.56,1,False
8034,445,45,1652,AED,261.71,5.2,1360.89,5,True
8035,356,28,1207,KWD,206.4,3.46,714.14,6,True
8036,440,20,1341,SAR,423.75,5.05,2139.94,2,True
8037,217,49,1032,USD,204.51,3.24,662.61,6,False
8038,96,57,1381,OMR,391.27,5.43,2124.6,1,False
8039,417,59,1385,USD,328.66,4.05,1331.07,6,False
8040,429,26,1108,AED,390.34,4.16,1623.81,3,True
8041,164,19,1161,USD,428.03,2.56,1095.76,3,True
8042,148,13,1015,AED,394.29,4.75,1872.88,7,True
8043,18,74,1013,USD,339.71,3.24,1100.66,4,False
8044,294,62,1245,AED,472.25,3.01,1421.47,5,False
8045,195,14,1045,SAR,201.08,3.63,729.92,8,False
8046,151,73,1624,SAR,214.32,3.49,747.98,1,False
8047,480,11,1554,AED,345.95,2.92,1010.17,7,True
8048,365,67,1401,AED,274.17,4.88,1337.95,8,True
8049,123,12,1047,OMR,329.12,4.66,1533.7,1,False
8050,400,35,1703,AED,286.15,3.36,961.46,7,False
8051,187,39,1409,KWD,269.37,3.99,1074.79,4,False
8052,453,32,1713,AED,476.91,3.37,1607.19,7,True
8053,452,14,1453,SAR,264.99,2.78,736.67,2,False
8054,149,65,1141,USD,227.44,3.7,841.53,4,False
8055,104,27,1449,SAR,267.72,3.61,966.47,8,False
8056,243,60,1188,KWD,328.17,5.17,1696.64,5,False
8057,462,43,1730,USD,266.99,4.47,1193.45,5,True
8058,231,65,1456,SAR,229.32,4.83,1107.62,1,False
8059,479,55,1115,AED,280.6,4.52,1268.31,8,False
8060,206,35,1513,AED,471.94,3.33,1571.56,7,False
8061,198,32,1012,USD,425.81,4.95,2107.76,6,True
8062,396,19,1276,OMR,269.99,4.55,1228.45,2,False
8063,400,39,1251,KWD,382.15,2.81,1073.84,8,False
8064,337,20,1227,SAR,456.83,3.86,1763.36,6,True
8065,493,28,1145,SAR,491.29,2.6,1277.35,8,True
8066,87,3,1216,KWD,222.28,3.57,793.54,1,True
8067,142,32,1293,SAR,261.14,4.37,1141.18,7,True
8068,317,58,1280,USD,483.04,4.06,1961.14,3,False
8069,199,54,1165,OMR,465.44,3.92,1824.52,5,False
8070,46,42,1142,USD,289.72,3.11,901.03,2,False
8071,288,15,1497,OMR,259.31,2.83,733.85,4,True
8072,15,62,1483,AED,444.62,3.72,1653.99,2,False
8073,44,31,1412,OMR,231.57,3.78,875.33,3,True
8074,401,61,1096,OMR,385.95,4.69,1810.11,7,False
8075,169,26,1703,OMR,472.28,2.86,1350.72,4,False
8076,310,69,1287,SAR,254.02,3.52,894.15,6,False
8077,495,57,1554,OMR,237.55,3.55,843.3,6,True
8078,44,20,1268,KWD,392.99,3.76,1477.64,1,False
8079,98,66,1208,AED,384.26,2.88,1106.67,8,True
8080,261,21,1536,AED,220.18,4.49,988.61,3,True
8081,109,60,1304,SAR,308.37,3.64,1122.47,7,True
8082,283,63,1087,USD,478.07,4.13,1974.43,8,False
8083,372,51,1119,KWD,268.94,2.77,744.96,7,True
8084,343,39,1224,USD,358.63,4.58,1642.53,1,True
8085,104,11,1135,OMR,305.76,4.45,1360.63,1,True
8086,256,57,1722,USD,471.34,3.79,1786.38,5,True
8087,379,3,1381,KWD,356.2,3.89,1385.62,6,True
8088,206,37,1010,SAR,335.13,3.33,1115.98,8,True
8089,335,25,1438,SAR,467.47,3.39,1584.72,4,True
8090,43,21,1009,OMR,393.26,5.33,2096.08,5,True
8091,353,42,1314,KWD,307.15,2.53,777.09,3,True
8092,245,1,1064,SAR,497.94,4.16,2071.43,3,True
8093,287,23,1591,OMR,474.74,3.43,1628.36,7,True
8094,355,24,1467,USD,279.38,3.56,994.59,4,True
8095,273,47,1603,KWD,210.16,4.08,857.45,3,False
8096,476,7,1644,SAR,236.25,3.69,871.76,7,True
8097,83,38,1623,KWD,246.39,2.95,726.85,8,False
8098,110,47,1194,SAR,420.47,3.17,1332.89,4,False
8099,438,35,1413,SAR,312.83,2.6,813.36,1,True
8100,190,78,1598,KWD,301.76,3.63,1095.39,7,False
8101,471,62,1673,SAR,367.64,5.19,1908.05,5,True
8102,288,73,1000,USD,240.66,3.97,955.42,3,True
8103,424,3,1367,OMR,282.76,4.14,1170.63,4,False
8104,397,20,1630,AED,345.48,3.83,1323.19,7,False
8105,251,44,1375,KWD,340.55,5.16,1757.24,1,True
8106,212,32,1190,KWD,383.49,3.79,1453.43,4,True
8107,291,26,1289,OMR,292.97,4.76,1394.54,7,False
8108,133,48,1627,USD,314.69,4.75,1494.78,2,False
8109,201,5,1198,AED,219.01,3.99,873.85,3,False
8110,285,59,1234,USD,394.71,4.46,1760.41,2,True
8111,326,61,1229,KWD,349.79,3.81,1332.7,6,False
8112,409,49,1225,AED,212.54,4.75,1009.56,8,False
8113,95,30,1429,SAR,351.43,5.09,1788.78,1,True
8114,278,17,1195,KWD,278.36,5.17,1439.12,8,True
8115,450,70,1466,USD,244.01,2.8,683.23,2,True
8116,429,58,1440,OMR,201.53,3.5,705.36,7,True
8117,325,63,1156,SAR,494.45,3.38,1671.24,1,True
8118,219,61,1481,AED,484.38,5.04,2441.28,4,True
8119,89,63,1353,KWD,447.47,4.42,1977.82,7,True
8120,72,15,1684,OMR,264.84,3.7,979.91,3,True
8121,247,1,1532,OMR,460.65,3.57,1644.52,8,True
8122,129,13,1507,USD,469.16,2.54,1191.67,7,False
8123,212,48,1404,OMR,224.49,5.16,1158.37,3,False
8124,428,34,1699,USD,356.45,4.89,1743.04,6,False
8125,343,30,1288,AED,232.07,3.86,895.79,4,False
8126,96,19,1678,KWD,359.93,2.62,943.02,2,True
8127,75,64,1701,AED,453.3,5.18,2348.09,5,False
8128,423,66,1089,USD,387.99,3.37,1307.53,5,False
8129,495,57,1381,AED,218.88,3.58,783.59,4,False
8130,54,44,1300,KWD,202.95,5.18,1051.28,2,False
8131,344,12,1441,KWD,228.29,4.2,958.82,5,False
8132,459,40,1501,OMR,472.62,3.92,1852.67,3,True
8133,413,24,1584,USD,495.58,3.85,1907.98,5,True
8134,54,11,1593,AED,345.02,4.1,1414.58,8,False
8135,218,66,1384,OMR,307.12,2.89,887.58,1,True
8136,16,1,1522,OMR,303.3,3.3,1000.89,3,True
8137,99,58,1501,AED,327.49,2.56,838.37,2,True
8138,20,28,1248,USD,318.58,5.26,1675.73,2,False
8139,46,68,1671,USD,430.17,5.18,2228.28,1,False
8140,451,59,1618,KWD,358.47,4.36,1562.93,2,True
8141,193,71,1090,USD,225.92,3.71,838.16,1,True
8142,383,22,1715,OMR,226.36,4.26,964.29,2,True
8143,58,29,1393,KWD,233.34,3.81,889.03,5,True
8144,437,74,1357,SAR,316.75,5.09,1612.26,3,False
8145,111,78,1148,KWD,280.76,4.23,1187.61,8,False
8146,129,69,1474,OMR,311.06,4.84,1505.53,3,False
8147,337,45,1677,AED,228.1,2.92,666.05,3,True
8148,194,70,1627,AED,472.04,5.28,2492.37,6,True
8149,413,17,1441,AED,448.47,2.84,1273.65,1,False
8150,340,39,1007,OMR,367.83,4.76,1750.87,2,False
8151,326,40,1228,KWD,371.35,3.8,1411.13,7,True
8152,8,28,1069,AED,351.24,4.52,1587.6,5,False
8153,29,2,1702,USD,268.48,5.16,1385.36,5,False
8154,112,27,1673,SAR,396.31,3.99,1581.28,1,False
8155,435,21,1688,AED,227.51,5.3,1205.8,2,True
8156,161,7,1039,AED,375.34,3.22,1208.59,1,True
8157,131,61,1028,SAR,332.05,5.16,1713.38,6,False
8158,188,52,1520,USD,217.34,3.75,815.02,8,False
8159,163,48,1276,SAR,329.75,3.96,1305.81,7,True
8160,197,19,1287,AED,377.4,3.79,1430.35,3,False
8161,475,73,1583,AED,223.88,3.04,680.6,8,False
8162,364,12,1182,KWD,289.52,4.56,1320.21,3,False
8163,204,71,1521,OMR,260.74,4.11,1071.64,7,False
8164,212,2,1688,KWD,207.13,4.92,1019.08,5,False
8165,109,17,1598,KWD,224.53,5.25,1178.78,8,False
8166,276,75,1083,KWD,256.72,3.26,836.91,6,True
8167,73,76,1396,KWD,379.97,4.66,1770.66,5,False
8168,167,3,1085,KWD,482.97,3.31,1598.63,1,True
8169,260,21,1296,USD,397.07,4.6,1826.52,2,True
8170,243,78,1718,OMR,494.13,3.49,1724.51,8,False
8171,275,51,1286,OMR,490.33,4.97,2436.94,1,True
8172,102,10,1108,OMR,356.17,4.91,1748.79,7,True
8173,475,55,1543,USD,266.58,3.1,826.4,6,True
8174,173,36,1012,USD,473.92,5.27,2497.56,2,True
8175,171,51,1376,USD,360.61,3.8,1370.32,5,True
8176,141,74,1408,AED,245.56,3.91,960.14,1,True
8177,397,17,1724,OMR,313.57,3.28,1028.51,1,False
8178,188,61,1629,SAR,300.15,3.55,1065.53,5,True
8179,441,75,1617,KWD,308.05,3.93,1210.64,7,True
8180,86,13,1014,AED,229.79,2.98,684.77,3,False
8181,476,65,1724,AED,338.45,4.23,1431.64,8,False
8182,52,74,1187,KWD,357.81,4.19,1499.22,3,True
8183,111,48,1233,AED,462.94,4.03,1865.65,1,False
8184,437,70,1457,USD,219.28,3.41,747.74,4,False
8185,365,47,1724,AED,443.23,2.65,1174.56,1,True
8186,342,10,1144,OMR,388.51,5.04,1958.09,2,False
8187,43,57,1516,OMR,489.99,3.86,1891.36,2,False
8188,211,13,1140,SAR,448.51,4.63,2076.6,8,False
8189,456,61,1532,OMR,335.27,2.73,915.29,1,True
8190,500,58,1628,KWD,433.79,2.94,1275.34,7,False
8191,200,68,1114,KWD,476.81,4.81,2293.46,1,False
8192,298,29,1043,OMR,348.79,4.52,1576.53,4,False
8193,346,16,1203,USD,279.87,4.61,1290.2,5,False
8194,240,63,1472,OMR,321.4,2.57,826.0,8,False
8195,115,47,1308,USD,326.86,3.65,1193.04,4,False
8196,26,43,1321,KWD,380.47,3.44,1308.82,4,False
8197,407,23,1404,OMR,327.87,4.9,1606.56,5,False
8198,299,30,1360,SAR,380.05,3.67,1394.78,2,False
8199,77,57,1125,KWD,209.95,2.52,529.07,5,False
8200,412,30,1119,SAR,312.99,3.72,1164.32,5,False
8201,137,67,1213,KWD,400.47,3.35,1341.57,4,True
8202,20,56,1310,AED,233.4,4.79,1117.99,5,True
8203,440,24,1641,AED,264.48,4.53,1198.09,4,True
8204,211,77,1605,AED,419.28,4.6,1928.69,1,True
8205,240,76,1064,SAR,398.34,5.07,2019.58,6,True
8206,39,8,1365,USD,303.72,5.37,1630.98,8,False
8207,435,44,1204,KWD,497.71,5.45,2712.52,1,True
8208,268,34,1186,AED,293.24,5.44,1595.23,6,False
8209,207,35,1723,SAR,274.15,5.12,1403.65,4,True
8210,479,50,1702,KWD,302.33,4.27,1290.95,1,False
8211,439,17,1260,AED,425.28,3.25,1382.16,8,False
8212,462,2,1089,AED,227.71,2.53,576.11,2,True
8213,267,54,1392,AED,286.29,3.56,1019.19,8,False
8214,154,44,1149,SAR,382.38,4.97,1900.43,8,False
8215,42,49,1411,USD,459.46,4.62,2122.71,4,False
8216,411,2,1443,AED,330.9,2.92,966.23,5,False
8217,11,72,1139,AED,314.16,2.5,785.4,4,False
8218,294,70,1292,USD,305.24,3.29,1004.24,7,True
8219,98,9,1465,USD,215.91,4.81,1038.53,1,False
8220,427,1,1630,OMR,481.46,4.5,2166.57,6,False
8221,275,69,1246,AED,213.27,4.48,955.45,3,False
8222,448,9,1097,KWD,368.57,4.59,1691.74,4,True
8223,390,14,1169,OMR,438.05,3.31,1449.95,8,False
8224,430,27,1309,KWD,457.01,4.27,1951.43,6,False
8225,372,9,1425,USD,255.4,5.44,1389.38,4,True
8226,230,36,1066,OMR,209.76,3.34,700.6,4,True
8227,369,3,1055,SAR,430.52,5.1,2195.65,2,True
8228,426,23,1557,OMR,218.42,5.22,1140.15,6,True
8229,220,73,1516,OMR,331.11,3.69,1221.8,8,True
8230,65,30,1567,USD,306.48,2.72,833.63,3,False
8231,355,19,1150,AED,240.27,5.48,1316.68,7,True
8232,232,67,1317,USD,359.36,2.78,999.02,5,True
8233,328,50,1140,USD,245.34,4.98,1221.79,4,True
8234,443,48,1314,USD,399.29,3.54,1413.49,5,True
8235,52,3,1005,KWD,439.04,4.33,1901.04,8,True
8236,374,66,1188,SAR,269.37,3.4,915.86,3,True
8237,431,27,1316,KWD,422.04,3.62,1527.78,7,False
8238,376,40,1730,OMR,393.94,3.35,1319.7,8,True
8239,263,18,1684,USD,280.93,3.12,876.5,7,False
8240,267,27,1604,AED,258.55,3.59,928.19,5,False
8241,359,11,1523,USD,462.34,5.1,2357.93,6,True
8242,317,39,1162,KWD,260.45,2.74,713.63,3,True
8243,324,19,1367,SAR,223.57,2.53,565.63,5,False
8244,409,7,1516,KWD,295.43,3.21,948.33,6,True
8245,396,57,1065,USD,471.36,5.04,2375.65,6,False
8246,154,2,1714,SAR,375.76,5.29,1987.77,2,True
8247,358,38,1323,AED,415.47,4.94,2052.42,4,True
8248,366,5,1192,KWD,265.65,2.61,693.35,5,True
8249,140,78,1364,KWD,348.16,3.09,1075.81,2,True
8250,427,36,1369,OMR,437.3,3.49,1526.18,2,False
8251,51,68,1335,SAR,310.94,4.55,1414.78,2,False
8252,117,77,1577,KWD,414.86,3.48,1443.71,1,True
8253,421,57,1680,OMR,374.97,3.98,1492.38,3,False
8254,46,20,1666,AED,300.6,2.62,787.57,2,False
8255,309,5,1587,KWD,324.09,2.61,845.87,7,True
8256,88,24,1132,KWD,420.89,4.7,1978.18,6,True
8257,208,30,1140,USD,424.63,2.82,1197.46,1,True
8258,377,28,1335,KWD,467.44,3.33,1556.58,8,True
8259,269,53,1498,AED,361.68,2.51,907.82,5,True
8260,89,51,1648,OMR,333.15,4.15,1382.57,5,True
8261,381,7,1175,SAR,434.3,4.13,1793.66,8,False
8262,118,42,1035,AED,315.78,3.84,1212.6,2,True
8263,54,35,1142,SAR,377.96,4.86,1836.89,8,False
8264,441,34,1648,AED,428.1,3.65,1562.56,8,True
8265,116,73,1527,OMR,477.49,3.24,1547.07,1,True
8266,118,76,1503,USD,466.63,3.5,1633.2,3,False
8267,260,54,1005,OMR,398.2,4.57,1819.77,8,False
8268,75,29,1583,SAR,206.16,5.34,1100.89,5,False
8269,480,10,1672,SAR,421.55,4.61,1943.35,5,True
8270,305,27,1223,KWD,299.37,5.47,1637.55,8,True
8271,7,13,1355,USD,450.05,4.32,1944.22,8,True
8272,366,42,1035,OMR,208.04,5.34,1110.93,4,True
8273,122,37,1545,OMR,233.98,2.92,683.22,3,True
8274,11,61,1524,SAR,406.94,3.21,1306.28,5,False
8275,348,21,1713,USD,279.76,4.48,1253.32,2,False
8276,438,3,1056,OMR,295.36,3.97,1172.58,3,False
8277,489,8,1006,USD,320.07,3.59,1149.05,5,True
8278,215,70,1442,USD,257.04,3.56,915.06,3,False
8279,429,17,1314,OMR,457.84,3.4,1556.66,7,False
8280,279,10,1110,USD,226.48,4.93,1116.55,2,False
8281,498,13,1115,AED,251.04,3.56,893.7,2,False
8282,28,12,1306,SAR,314.4,2.73,858.31,7,True
8283,235,66,1666,USD,312.74,2.95,922.58,4,False
8284,367,74,1717,USD,215.56,3.98,857.93,3,True
8285,313,23,1309,AED,301.54,2.88,868.44,8,False
8286,26,65,1093,KWD,429.3,5.0,2146.5,5,True
8287,409,52,1191,USD,467.16,5.24,2447.92,3,True
8288,54,61,1278,OMR,237.18,2.7,640.39,8,True
8289,29,26,1559,KWD,395.45,5.11,2020.75,1,False
8290,467,15,1054,KWD,477.98,4.56,2179.59,6,False
8291,353,22,1016,AED,289.97,3.48,1009.1,5,False
8292,164,65,1334,OMR,462.97,3.26,1509.28,5,True
8293,270,26,1061,KWD,246.95,3.72,918.65,4,False
8294,334,21,1636,USD,458.29,4.3,1970.65,6,False
8295,35,24,1572,AED,328.02,3.22,1056.22,1,False
8296,286,16,1555,AED,447.61,5.14,2300.72,2,True
8297,348,32,1326,AED,263.16,2.58,678.95,1,False
8298,273,16,1127,SAR,220.68,2.71,598.04,5,False
8299,451,77,1499,KWD,378.75,3.93,1488.49,1,True
8300,208,42,1258,OMR,279.91,3.53,988.08,5,False
8301,238,32,1712,OMR,441.97,3.43,1515.96,5,False
