payout_id,teacher_id,date_id,hours_taught,rate_per_hour,rate_basis,total_payout,currency,bonus
2418,73,1093,8,1700,Intro Offer,13600,PKR,0
2419,36,1014,10,1700,Intro Offer,17000,PKR,500
2420,25,1163,8,1300,Standard,10400,PKR,1000
2421,19,1281,8,1700,Standard,13600,PKR,1000
2422,27,1475,8,1500,Standard,12000,PKR,1000
2423,86,1191,10,1700,Urgent,17000,PKR,0
2424,97,1160,10,1300,Standard,13000,PKR,500
2425,7,1108,10,1500,Standard,15000,PKR,1000
2426,70,1261,10,1500,Intro Offer,15000,PKR,1000
2427,55,1386,10,1300,Standard,13000,PKR,0
2428,52,1338,8,1500,Urgent,12000,PKR,0
2429,36,1139,10,1500,Urgent,15000,PKR,1000
2430,47,1157,12,1700,Urgent,20400,PKR,0
2431,25,1063,8,1700,Standard,13600,PKR,500
2432,5,1459,12,1700,Urgent,20400,PKR,1000
2433,17,1307,10,1500,Standard,15000,PKR,500
2434,68,1073,12,1700,Intro Offer,20400,PKR,1000
2435,52,1383,12,1700,Urgent,20400,PKR,1000
2436,59,1367,10,1500,Standard,15000,PKR,1000
2437,20,1494,8,1500,Urgent,12000,PKR,500
2438,79,1346,8,1500,Standard,12000,PKR,500
2439,5,1409,12,1300,Standard,15600,PKR,1000
2440,24,1245,12,1700,Urgent,20400,PKR,500
2441,92,1148,8,1300,Standard,10400,PKR,1000
2442,38,1243,8,1700,Standard,13600,PKR,1000
2443,54,1240,10,1500,Urgent,15000,PKR,1000
2444,58,1233,12,1700,Intro Offer,20400,PKR,500
2445,75,1175,12,1300,Intro Offer,15600,PKR,500
2446,51,1680,10,1300,Standard,13000,PKR,0
2447,22,1550,10,1700,Urgent,17000,PKR,500
2448,17,1010,10,1700,Urgent,17000,PKR,500
2449,86,1553,12,1300,Intro Offer,15600,PKR,500
2450,80,1144,8,1700,Intro Offer,13600,PKR,1000
2451,26,1454,8,1700,Standard,13600,PKR,0
2452,80,1606,8,1500,Standard,12000,PKR,0
2453,73,1652,10,1500,Urgent,15000,PKR,500
2454,28,1296,12,1700,Urgent,20400,PKR,1000
2455,6,1136,8,1300,Urgent,10400,PKR,0
2456,96,1312,12,1700,Intro Offer,20400,PKR,0
2457,100,1573,10,1700,Standard,17000,PKR,500
2458,66,1100,8,1300,Intro Offer,10400,PKR,1000
2459,63,1433,8,1500,Standard,12000,PKR,0
2460,71,1609,10,1700,Standard,17000,PKR,0
2461,27,1020,8,1500,Standard,12000,PKR,0
2462,89,1709,8,1700,Standard,13600,PKR,500
2463,25,1143,10,1300,Intro Offer,13000,PKR,500
2464,45,1508,10,1300,Intro Offer,13000,PKR,500
2465,44,1628,10,1700,Intro Offer,17000,PKR,1000
2466,35,1429,10,1500,Standard,15000,PKR,0
2467,52,1458,12,1300,Standard,15600,PKR,0
2468,82,1440,8,1500,Intro Offer,12000,PKR,500
2469,51,1092,10,1500,Standard,15000,PKR,500
2470,32,1155,12,1500,Urgent,18000,PKR,500
2471,59,1460,8,1700,Urgent,13600,PKR,0
2472,15,1632,12,1700,Standard,20400,PKR,0
2473,63,1583,8,1300,Urgent,10400,PKR,500
2474,44,1360,8,1300,Intro Offer,10400,PKR,500
2475,70,1111,10,1700,Standard,17000,PKR,1000
2476,61,1720,12,1700,Urgent,20400,PKR,500
2477,60,1413,10,1300,Intro Offer,13000,PKR,0
2478,68,1686,10,1500,Intro Offer,15000,PKR,0
2479,14,1197,8,1300,Intro Offer,10400,PKR,0
2480,90,1263,12,1700,Urgent,20400,PKR,0
2481,34,1019,12,1700,Intro Offer,20400,PKR,500
2482,56,1109,12,1300,Standard,15600,PKR,500
2483,10,1326,10,1300,Intro Offer,13000,PKR,0
2484,12,1531,12,1700,Urgent,20400,PKR,500
2485,31,1276,8,1300,Standard,10400,PKR,0
2486,58,1594,8,1300,Intro Offer,10400,PKR,500
2487,15,1120,10,1300,Standard,13000,PKR,500
2488,73,1259,12,1500,Standard,18000,PKR,500
2489,63,1344,8,1500,Standard,12000,PKR,0
2490,43,1460,8,1500,Intro Offer,12000,PKR,1000
2491,16,1391,10,1300,Standard,13000,PKR,1000
2492,10,1703,12,1700,Urgent,20400,PKR,1000
2493,19,1152,12,1300,Standard,15600,PKR,500
2494,73,1525,8,1500,Standard,12000,PKR,0
2495,59,1116,12,1300,Urgent,15600,PKR,1000
2496,93,1663,8,1300,Standard,10400,PKR,500
2497,68,1559,8,1300,Urgent,10400,PKR,1000
2498,38,1527,10,1700,Standard,17000,PKR,0
2499,21,1333,10,1500,Standard,15000,PKR,0
2500,31,1058,10,1300,Intro Offer,13000,PKR,1000
2501,43,1648,12,1500,Intro Offer,18000,PKR,0
2502,38,1545,10,1300,Urgent,13000,PKR,0
2503,76,1059,12,1700,Intro Offer,20400,PKR,0
2504,83,1549,12,1700,Standard,20400,PKR,500
2505,90,1395,8,1700,Standard,13600,PKR,1000
2506,30,1659,8,1500,Standard,12000,PKR,0
2507,78,1024,8,1500,Urgent,12000,PKR,1000
2508,22,1051,8,1500,Intro Offer,12000,PKR,0
2509,22,1377,8,1500,Urgent,12000,PKR,0
2510,54,1598,10,1700,Standard,17000,PKR,1000
2511,74,1003,12,1500,Standard,18000,PKR,0
2512,22,1363,12,1500,Standard,18000,PKR,1000
2513,80,1387,8,1300,Urgent,10400,PKR,1000
2514,48,1677,10,1300,Intro Offer,13000,PKR,0
2515,62,1345,10,1700,Urgent,17000,PKR,1000
2516,50,1082,8,1300,Standard,10400,PKR,500
2517,11,1351,12,1700,Urgent,20400,PKR,0
2518,33,1121,10,1500,Intro Offer,15000,PKR,500
2519,69,1144,8,1700,Intro Offer,13600,PKR,500
2520,73,1597,12,1500,Standard,18000,PKR,1000
2521,68,1465,12,1500,Standard,18000,PKR,1000
2522,60,1149,12,1700,Intro Offer,20400,PKR,1000
2523,70,1603,12,1700,Intro Offer,20400,PKR,1000
2524,56,1158,10,1700,Intro Offer,17000,PKR,500
2525,75,1439,12,1300,Urgent,15600,PKR,0
2526,43,1717,8,1700,Intro Offer,13600,PKR,0
2527,40,1533,12,1700,Intro Offer,20400,PKR,1000
2528,88,1201,12,1300,Standard,15600,PKR,0
2529,52,1015,10,1300,Urgent,13000,PKR,500
2530,64,1654,12,1500,Standard,18000,PKR,500
2531,55,1466,12,1700,Standard,20400,PKR,1000
2532,16,1211,12,1500,Standard,18000,PKR,500
2533,9,1200,8,1700,Urgent,13600,PKR,0
2534,7,1196,8,1300,Urgent,10400,PKR,0
2535,93,1466,8,1700,Standard,13600,PKR,1000
2536,11,1127,10,1700,Intro Offer,17000,PKR,1000
2537,82,1456,12,1300,Standard,15600,PKR,500
2538,64,1590,8,1500,Standard,12000,PKR,500
2539,61,1511,10,1700,Urgent,17000,PKR,0
2540,14,1005,10,1300,Urgent,13000,PKR,1000
2541,60,1142,12,1500,Standard,18000,PKR,0
2542,60,1133,12,1300,Urgent,15600,PKR,0
2543,19,1403,10,1700,Urgent,17000,PKR,1000
2544,38,1142,10,1700,Standard,17000,PKR,0
2545,95,1249,10,1500,Standard,15000,PKR,1000
2546,96,1419,10,1700,Standard,17000,PKR,0
2547,81,1692,12,1500,Urgent,18000,PKR,1000
2548,37,1128,10,1300,Intro Offer,13000,PKR,0
2549,88,1517,8,1300,Standard,10400,PKR,500
2550,85,1275,8,1300,Intro Offer,10400,PKR,1000
2551,77,1239,8,1500,Standard,12000,PKR,1000
2552,75,1555,8,1700,Intro Offer,13600,PKR,500
2553,96,1455,12,1300,Urgent,15600,PKR,500
2554,97,1244,8,1500,Intro Offer,12000,PKR,1000
2555,34,1247,10,1500,Standard,15000,PKR,0
2556,1,1677,10,1500,Urgent,15000,PKR,1000
2557,32,1105,10,1500,Standard,15000,PKR,0
2558,25,1634,10,1500,Urgent,15000,PKR,1000
2559,91,1468,12,1500,Urgent,18000,PKR,0
2560,20,1614,10,1700,Urgent,17000,PKR,0
2561,51,1724,12,1500,Standard,18000,PKR,1000
2562,14,1436,8,1300,Standard,10400,PKR,1000
2563,48,1009,12,1700,Urgent,20400,PKR,1000
2564,98,1397,8,1500,Standard,12000,PKR,0
2565,92,1003,10,1300,Urgent,13000,PKR,500
2566,90,1430,10,1700,Urgent,17000,PKR,0
2567,78,1027,8,1300,Urgent,10400,PKR,0
2568,9,1393,8,1500,Urgent,12000,PKR,1000
2569,90,1692,12,1300,Standard,15600,PKR,500
2570,49,1646,12,1500,Urgent,18000,PKR,500
2571,76,1653,10,1500,Urgent,15000,PKR,500
2572,25,1617,12,1700,Urgent,20400,PKR,500
2573,63,1505,12,1300,Intro Offer,15600,PKR,1000
2574,85,1338,10,1300,Urgent,13000,PKR,0
2575,98,1572,8,1300,Standard,10400,PKR,0
2576,34,1035,8,1700,Intro Offer,13600,PKR,500
2577,39,1414,12,1700,Standard,20400,PKR,500
2578,69,1685,8,1500,Urgent,12000,PKR,500
2579,16,1388,10,1300,Urgent,13000,PKR,0
2580,96,1118,8,1300,Standard,10400,PKR,0
2581,47,1266,12,1700,Intro Offer,20400,PKR,1000
2582,22,1402,12,1300,Intro Offer,15600,PKR,0
2583,19,1027,12,1300,Intro Offer,15600,PKR,1000
2584,21,1032,8,1700,Urgent,13600,PKR,0
2585,76,1705,10,1500,Urgent,15000,PKR,0
2586,34,1517,8,1500,Standard,12000,PKR,1000
2587,75,1285,10,1300,Intro Offer,13000,PKR,1000
2588,92,1246,12,1700,Urgent,20400,PKR,500
2589,43,1546,12,1500,Standard,18000,PKR,500
2590,5,1339,10,1500,Standard,15000,PKR,0
2591,32,1037,12,1700,Urgent,20400,PKR,500
2592,7,1065,12,1500,Standard,18000,PKR,0
2593,79,1481,10,1500,Urgent,15000,PKR,0
2594,92,1626,8,1700,Urgent,13600,PKR,0
2595,93,1163,8,1500,Intro Offer,12000,PKR,500
2596,82,1475,12,1700,Urgent,20400,PKR,1000
2597,32,1331,10,1300,Standard,13000,PKR,500
2598,7,1110,12,1500,Intro Offer,18000,PKR,1000
2599,2,1311,10,1300,Intro Offer,13000,PKR,1000
2600,25,1125,12,1700,Urgent,20400,PKR,1000
2601,1,1030,12,1700,Standard,20400,PKR,500
2602,3,1152,8,1700,Urgent,13600,PKR,500
2603,23,1634,8,1300,Intro Offer,10400,PKR,500
2604,77,1484,12,1500,Standard,18000,PKR,0
2605,30,1592,12,1500,Intro Offer,18000,PKR,0
2606,18,1406,10,1700,Intro Offer,17000,PKR,500
2607,66,1289,10,1700,Urgent,17000,PKR,1000
2608,23,1181,8,1300,Urgent,10400,PKR,1000
2609,77,1027,8,1500,Intro Offer,12000,PKR,1000
2610,55,1584,10,1500,Intro Offer,15000,PKR,0
2611,14,1571,12,1500,Urgent,18000,PKR,1000
2612,50,1296,8,1300,Urgent,10400,PKR,500
2613,58,1703,12,1300,Urgent,15600,PKR,0
2614,71,1650,12,1500,Standard,18000,PKR,1000
2615,6,1445,12,1700,Urgent,20400,PKR,1000
2616,100,1283,12,1500,Standard,18000,PKR,500
2617,72,1289,8,1300,Standard,10400,PKR,0
2618,79,1459,10,1300,Intro Offer,13000,PKR,0
2619,18,1093,10,1700,Intro Offer,17000,PKR,500
2620,98,1081,8,1300,Standard,10400,PKR,500
2621,86,1264,10,1700,Urgent,17000,PKR,500
2622,90,1063,10,1500,Intro Offer,15000,PKR,500
2623,86,1043,8,1300,Intro Offer,10400,PKR,500
2624,69,1237,10,1300,Standard,13000,PKR,0
2625,66,1351,8,1500,Urgent,12000,PKR,0
2626,51,1614,8,1500,Urgent,12000,PKR,500
2627,16,1496,8,1500,Standard,12000,PKR,500
2628,42,1635,10,1700,Standard,17000,PKR,500
2629,50,1483,10,1300,Urgent,13000,PKR,0
2630,11,1727,12,1300,Standard,15600,PKR,1000
2631,53,1672,12,1700,Standard,20400,PKR,0
2632,70,1342,10,1300,Urgent,13000,PKR,0
2633,73,1560,8,1500,Standard,12000,PKR,0
2634,15,1541,8,1700,Urgent,13600,PKR,1000
2635,29,1007,12,1500,Standard,18000,PKR,1000
2636,66,1637,12,1700,Intro Offer,20400,PKR,0
2637,42,1340,10,1300,Standard,13000,PKR,500
2638,65,1382,8,1500,Intro Offer,12000,PKR,500
2639,70,1026,8,1300,Intro Offer,10400,PKR,1000
2640,88,1465,8,1700,Standard,13600,PKR,500
2641,58,1681,10,1700,Standard,17000,PKR,0
2642,16,1515,10,1300,Urgent,13000,PKR,1000
2643,13,1215,8,1300,Standard,10400,PKR,0
2644,52,1054,10,1500,Intro Offer,15000,PKR,0
2645,41,1625,8,1700,Standard,13600,PKR,0
2646,64,1029,10,1500,Intro Offer,15000,PKR,1000
2647,37,1470,12,1700,Urgent,20400,PKR,1000
2648,98,1604,8,1500,Standard,12000,PKR,1000
2649,50,1259,8,1500,Standard,12000,PKR,500
2650,35,1618,8,1700,Standard,13600,PKR,500
2651,30,1468,12,1700,Standard,20400,PKR,1000
2652,37,1613,8,1700,Standard,13600,PKR,0
2653,81,1388,8,1300,Urgent,10400,PKR,1000
2654,85,1363,12,1300,Intro Offer,15600,PKR,1000
2655,14,1683,8,1500,Urgent,12000,PKR,0
2656,33,1006,8,1300,Intro Offer,10400,PKR,500
2657,85,1443,10,1500,Urgent,15000,PKR,1000
2658,95,1413,8,1700,Standard,13600,PKR,0
2659,47,1627,10,1300,Intro Offer,13000,PKR,0
2660,19,1639,12,1700,Intro Offer,20400,PKR,0
2661,83,1044,12,1500,Urgent,18000,PKR,0
2662,38,1328,8,1700,Urgent,13600,PKR,1000
2663,22,1513,10,1500,Standard,15000,PKR,500
2664,65,1485,10,1300,Urgent,13000,PKR,1000
2665,29,1195,8,1700,Standard,13600,PKR,1000
2666,74,1562,10,1300,Standard,13000,PKR,0
2667,70,1291,10,1300,Urgent,13000,PKR,500
2668,38,1476,10,1500,Urgent,15000,PKR,0
2669,53,1293,8,1500,Urgent,12000,PKR,500
2670,37,1186,10,1500,Intro Offer,15000,PKR,500
2671,96,1329,10,1500,Standard,15000,PKR,0
2672,17,1124,8,1300,Urgent,10400,PKR,500
2673,78,1538,10,1300,Standard,13000,PKR,500
2674,72,1135,10,1700,Urgent,17000,PKR,500
2675,27,1217,10,1500,Urgent,15000,PKR,1000
2676,36,1174,10,1700,Urgent,17000,PKR,0
2677,32,1351,12,1300,Intro Offer,15600,PKR,500
2678,10,1505,12,1700,Intro Offer,20400,PKR,1000
2679,54,1622,12,1300,Standard,15600,PKR,1000
2680,62,1650,10,1300,Urgent,13000,PKR,500
2681,74,1242,8,1700,Intro Offer,13600,PKR,0
2682,37,1436,10,1300,Urgent,13000,PKR,1000
2683,34,1205,12,1500,Urgent,18000,PKR,1000
2684,79,1566,12,1700,Standard,20400,PKR,1000
2685,62,1284,10,1300,Intro Offer,13000,PKR,0
2686,71,1158,12,1500,Standard,18000,PKR,0
2687,57,1588,10,1700,Intro Offer,17000,PKR,500
2688,59,1473,12,1700,Standard,20400,PKR,1000
2689,21,1072,10,1500,Standard,15000,PKR,0
2690,99,1024,8,1300,Intro Offer,10400,PKR,1000
2691,53,1043,10,1500,Standard,15000,PKR,500
2692,36,1594,12,1500,Intro Offer,18000,PKR,1000
2693,5,1273,10,1300,Standard,13000,PKR,500
2694,44,1353,12,1500,Urgent,18000,PKR,1000
2695,4,1663,12,1700,Intro Offer,20400,PKR,0
2696,69,1102,12,1700,Intro Offer,20400,PKR,500
2697,91,1336,8,1700,Intro Offer,13600,PKR,500
2698,26,1416,12,1700,Urgent,20400,PKR,500
2699,34,1264,8,1300,Standard,10400,PKR,0
2700,13,1430,10,1300,Urgent,13000,PKR,1000
2701,48,1463,8,1500,Standard,12000,PKR,1000
2702,31,1153,12,1700,Intro Offer,20400,PKR,0
2703,46,1712,10,1700,Urgent,17000,PKR,1000
2704,76,1257,10,1500,Urgent,15000,PKR,0
2705,40,1083,10,1700,Standard,17000,PKR,1000
2706,76,1385,10,1300,Urgent,13000,PKR,1000
2707,52,1668,10,1300,Urgent,13000,PKR,0
2708,55,1459,8,1700,Intro Offer,13600,PKR,0
2709,51,1157,8,1700,Intro Offer,13600,PKR,1000
2710,44,1093,10,1500,Standard,15000,PKR,0
2711,68,1188,8,1300,Urgent,10400,PKR,0
2712,49,1490,10,1500,Standard,15000,PKR,0
2713,58,1406,10,1300,Urgent,13000,PKR,0
2714,76,1031,10,1300,Intro Offer,13000,PKR,500
2715,14,1398,12,1500,Intro Offer,18000,PKR,500
2716,44,1219,10,1500,Standard,15000,PKR,1000
2717,46,1602,10,1500,Intro Offer,15000,PKR,0
2718,33,1573,10,1300,Urgent,13000,PKR,1000
2719,50,1483,12,1500,Urgent,18000,PKR,1000
2720,44,1716,10,1300,Urgent,13000,PKR,500
2721,85,1039,8,1300,Urgent,10400,PKR,1000
2722,37,1271,8,1700,Standard,13600,PKR,500
2723,1,1156,10,1300,Standard,13000,PKR,0
2724,72,1141,10,1500,Urgent,15000,PKR,0
2725,20,1707,12,1300,Intro Offer,15600,PKR,500
2726,30,1233,12,1700,Intro Offer,20400,PKR,1000
2727,95,1197,8,1500,Standard,12000,PKR,500
2728,98,1180,8,1300,Urgent,10400,PKR,1000
2729,97,1564,8,1300,Intro Offer,10400,PKR,1000
2730,88,1237,10,1300,Intro Offer,13000,PKR,500
2731,88,1326,12,1700,Intro Offer,20400,PKR,1000
2732,71,1150,8,1700,Intro Offer,13600,PKR,0
2733,34,1039,12,1500,Urgent,18000,PKR,1000
2734,74,1640,10,1500,Urgent,15000,PKR,0
2735,21,1308,12,1500,Urgent,18000,PKR,1000
2736,83,1034,8,1300,Urgent,10400,PKR,1000
2737,94,1528,8,1700,Intro Offer,13600,PKR,0
2738,14,1596,12,1300,Urgent,15600,PKR,0
2739,94,1532,12,1500,Intro Offer,18000,PKR,1000
2740,48,1568,10,1500,Intro Offer,15000,PKR,0
2741,32,1220,12,1700,Standard,20400,PKR,1000
2742,63,1058,12,1300,Intro Offer,15600,PKR,500
2743,61,1411,10,1700,Urgent,17000,PKR,1000
2744,77,1095,8,1500,Urgent,12000,PKR,500
2745,9,1221,12,1500,Urgent,18000,PKR,1000
2746,65,1356,10,1700,Urgent,17000,PKR,1000
2747,10,1036,8,1300,Intro Offer,10400,PKR,0
2748,35,1036,8,1300,Standard,10400,PKR,1000
2749,68,1624,10,1300,Intro Offer,13000,PKR,1000
2750,3,1158,12,1700,Urgent,20400,PKR,1000
2751,6,1711,12,1300,Urgent,15600,PKR,500
2752,34,1604,8,1700,Urgent,13600,PKR,0
2753,34,1022,10,1300,Intro Offer,13000,PKR,0
2754,42,1067,8,1500,Intro Offer,12000,PKR,500
2755,3,1463,12,1700,Intro Offer,20400,PKR,0
2756,93,1509,10,1500,Standard,15000,PKR,0
2757,56,1697,12,1300,Intro Offer,15600,PKR,1000
2758,86,1506,12,1700,Urgent,20400,PKR,500
2759,7,1427,12,1300,Intro Offer,15600,PKR,500
2760,19,1516,12,1500,Intro Offer,18000,PKR,1000
2761,88,1291,8,1300,Standard,10400,PKR,500
2762,15,1564,10,1300,Intro Offer,13000,PKR,1000
2763,56,1234,10,1700,Urgent,17000,PKR,0
2764,65,1439,8,1500,Intro Offer,12000,PKR,1000
2765,78,1015,10,1700,Intro Offer,17000,PKR,0
2766,35,1332,10,1300,Standard,13000,PKR,1000
2767,100,1449,8,1700,Intro Offer,13600,PKR,1000
2768,66,1077,12,1500,Urgent,18000,PKR,0
2769,26,1254,8,1300,Intro Offer,10400,PKR,0
2770,91,1663,10,1300,Standard,13000,PKR,0
2771,47,1308,10,1700,Urgent,17000,PKR,1000
2772,29,1604,12,1700,Urgent,20400,PKR,0
2773,68,1093,12,1500,Standard,18000,PKR,0
2774,59,1343,10,1300,Intro Offer,13000,PKR,0
2775,7,1182,12,1700,Urgent,20400,PKR,500
2776,89,1569,10,1300,Standard,13000,PKR,500
2777,12,1280,8,1300,Standard,10400,PKR,0
2778,81,1077,8,1300,Standard,10400,PKR,500
2779,100,1616,12,1300,Intro Offer,15600,PKR,0
2780,23,1065,12,1500,Standard,18000,PKR,0
2781,43,1031,12,1700,Urgent,20400,PKR,500
2782,81,1273,12,1700,Urgent,20400,PKR,500
2783,72,1308,10,1300,Intro Offer,13000,PKR,500
2784,57,1148,10,1500,Intro Offer,15000,PKR,1000
2785,68,1247,12,1500,Urgent,18000,PKR,500
2786,62,1104,12,1700,Intro Offer,20400,PKR,0
2787,39,1101,12,1300,Urgent,15600,PKR,0
2788,10,1307,10,1300,Intro Offer,13000,PKR,0
2789,2,1111,12,1700,Intro Offer,20400,PKR,0
2790,7,1147,12,1300,Intro Offer,15600,PKR,0
2791,35,1521,8,1500,Standard,12000,PKR,500
2792,67,1168,10,1700,Urgent,17000,PKR,0
2793,17,1444,12,1300,Intro Offer,15600,PKR,0
2794,42,1576,8,1300,Standard,10400,PKR,0
2795,87,1488,8,1700,Urgent,13600,PKR,500
2796,21,1014,10,1300,Standard,13000,PKR,500
2797,18,1230,8,1700,Urgent,13600,PKR,1000
2798,37,1541,8,1700,Urgent,13600,PKR,0
2799,95,1689,10,1500,Urgent,15000,PKR,1000
2800,72,1231,10,1500,Intro Offer,15000,PKR,500
2801,100,1586,10,1500,Urgent,15000,PKR,1000
2802,71,1715,12,1700,Standard,20400,PKR,1000
2803,49,1451,10,1500,Urgent,15000,PKR,0
2804,14,1028,8,1700,Standard,13600,PKR,0
2805,50,1359,8,1500,Urgent,12000,PKR,1000
2806,5,1516,10,1500,Intro Offer,15000,PKR,0
2807,31,1695,8,1700,Urgent,13600,PKR,500
2808,98,1277,10,1700,Standard,17000,PKR,500
2809,39,1117,12,1500,Urgent,18000,PKR,500
2810,68,1294,12,1700,Intro Offer,20400,PKR,1000
2811,14,1472,10,1500,Intro Offer,15000,PKR,0
2812,82,1007,8,1700,Urgent,13600,PKR,0
2813,35,1038,12,1500,Standard,18000,PKR,500
2814,50,1327,10,1700,Intro Offer,17000,PKR,500
2815,79,1154,8,1300,Standard,10400,PKR,500
2816,61,1038,12,1500,Urgent,18000,PKR,500
2817,2,1074,12,1700,Intro Offer,20400,PKR,1000
2818,82,1022,12,1700,Standard,20400,PKR,1000
2819,33,1678,10,1500,Urgent,15000,PKR,500
2820,69,1107,12,1700,Standard,20400,PKR,500
2821,85,1415,8,1500,Intro Offer,12000,PKR,500
2822,66,1223,10,1700,Urgent,17000,PKR,500
2823,9,1716,8,1500,Intro Offer,12000,PKR,500
2824,46,1547,12,1700,Intro Offer,20400,PKR,0
2825,9,1152,8,1700,Standard,13600,PKR,0
2826,44,1311,8,1500,Intro Offer,12000,PKR,0
2827,43,1253,12,1700,Standard,20400,PKR,500
2828,42,1420,8,1500,Standard,12000,PKR,1000
2829,16,1586,8,1300,Urgent,10400,PKR,1000
2830,88,1442,8,1700,Intro Offer,13600,PKR,1000
2831,90,1493,12,1500,Intro Offer,18000,PKR,500
2832,44,1364,12,1500,Intro Offer,18000,PKR,0
2833,9,1279,8,1500,Intro Offer,12000,PKR,1000
2834,1,1640,8,1700,Intro Offer,13600,PKR,0
2835,77,1505,10,1500,Urgent,15000,PKR,1000
2836,33,1220,8,1300,Standard,10400,PKR,1000
2837,5,1531,8,1300,Intro Offer,10400,PKR,1000
2838,87,1616,8,1500,Intro Offer,12000,PKR,0
2839,27,1211,10,1300,Urgent,13000,PKR,1000
2840,59,1188,12,1300,Urgent,15600,PKR,500
2841,58,1415,12,1500,Standard,18000,PKR,1000
2842,92,1018,8,1500,Intro Offer,12000,PKR,1000
2843,49,1447,12,1500,Urgent,18000,PKR,0
2844,30,1382,8,1500,Urgent,12000,PKR,1000
2845,95,1480,8,1700,Intro Offer,13600,PKR,500
2846,33,1435,10,1500,Urgent,15000,PKR,500
2847,67,1325,10,1700,Standard,17000,PKR,500
2848,34,1436,10,1500,Urgent,15000,PKR,1000
2849,60,1577,8,1700,Intro Offer,13600,PKR,1000
2850,30,1662,10,1700,Intro Offer,17000,PKR,500
2851,71,1342,12,1300,Urgent,15600,PKR,500
2852,1,1171,12,1700,Intro Offer,20400,PKR,500
2853,87,1360,12,1500,Standard,18000,PKR,500
2854,94,1478,12,1300,Standard,15600,PKR,1000
2855,34,1157,10,1700,Urgent,17000,PKR,500
2856,82,1145,10,1500,Standard,15000,PKR,1000
2857,79,1272,10,1500,Urgent,15000,PKR,0
2858,3,1430,12,1700,Standard,20400,PKR,1000
2859,29,1450,10,1500,Urgent,15000,PKR,500
2860,27,1159,8,1500,Urgent,12000,PKR,500
2861,77,1622,8,1300,Intro Offer,10400,PKR,1000
2862,47,1205,12,1300,Standard,15600,PKR,500
2863,33,1063,10,1700,Intro Offer,17000,PKR,500
2864,34,1191,12,1700,Intro Offer,20400,PKR,1000
2865,1,1458,10,1300,Standard,13000,PKR,0
2866,83,1669,10,1500,Urgent,15000,PKR,1000
2867,4,1584,10,1300,Intro Offer,13000,PKR,1000
2868,72,1510,12,1500,Standard,18000,PKR,1000
2869,27,1172,8,1300,Standard,10400,PKR,1000
2870,66,1522,10,1700,Standard,17000,PKR,1000
2871,40,1058,12,1300,Standard,15600,PKR,500
2872,46,1224,10,1500,Intro Offer,15000,PKR,0
2873,21,1436,10,1700,Standard,17000,PKR,0
2874,74,1314,10,1300,Standard,13000,PKR,500
2875,53,1727,8,1300,Intro Offer,10400,PKR,500
2876,5,1498,10,1300,Intro Offer,13000,PKR,0
2877,10,1556,12,1300,Intro Offer,15600,PKR,500
2878,13,1705,10,1500,Urgent,15000,PKR,500
2879,50,1289,10,1500,Standard,15000,PKR,1000
2880,70,1196,8,1300,Intro Offer,10400,PKR,500
2881,83,1480,8,1500,Urgent,12000,PKR,0
2882,97,1507,10,1700,Urgent,17000,PKR,1000
2883,20,1417,10,1700,Standard,17000,PKR,1000
2884,66,1124,10,1300,Urgent,13000,PKR,1000
2885,31,1408,10,1300,Urgent,13000,PKR,500
2886,39,1365,10,1500,Intro Offer,15000,PKR,500
2887,20,1615,10,1700,Urgent,17000,PKR,500
2888,72,1377,10,1700,Standard,17000,PKR,0
2889,2,1660,12,1500,Standard,18000,PKR,500
2890,30,1438,12,1700,Intro Offer,20400,PKR,0
2891,3,1641,8,1500,Urgent,12000,PKR,0
2892,3,1480,12,1700,Standard,20400,PKR,500
2893,15,1496,12,1300,Intro Offer,15600,PKR,1000
2894,59,1184,8,1300,Standard,10400,PKR,500
2895,21,1218,12,1700,Standard,20400,PKR,1000
2896,3,1672,8,1700,Intro Offer,13600,PKR,500
2897,27,1115,8,1300,Urgent,10400,PKR,0
2898,80,1565,12,1300,Standard,15600,PKR,0
2899,36,1599,12,1500,Urgent,18000,PKR,1000
2900,74,1706,8,1700,Urgent,13600,PKR,500
2901,54,1369,10,1500,Urgent,15000,PKR,1000
2902,19,1534,8,1300,Urgent,10400,PKR,0
2903,25,1621,12,1700,Intro Offer,20400,PKR,1000
2904,24,1665,8,1500,Intro Offer,12000,PKR,0
2905,37,1641,12,1700,Standard,20400,PKR,0
2906,48,1547,12,1700,Urgent,20400,PKR,1000
2907,72,1254,10,1500,Urgent,15000,PKR,0
2908,93,1489,12,1500,Urgent,18000,PKR,1000
2909,8,1085,12,1300,Standard,15600,PKR,500
2910,8,1665,12,1700,Urgent,20400,PKR,500
2911,10,1464,12,1500,Standard,18000,PKR,0
2912,56,1329,8,1300,Urgent,10400,PKR,1000
2913,84,1491,8,1700,Intro Offer,13600,PKR,0
2914,75,1262,12,1300,Standard,15600,PKR,1000
2915,78,1067,12,1300,Urgent,15600,PKR,0
2916,22,1393,12,1500,Urgent,18000,PKR,0
2917,27,1129,10,1300,Standard,13000,PKR,0
2918,87,1656,12,1700,Urgent,20400,PKR,0
2919,51,1629,10,1700,Standard,17000,PKR,0
2920,20,1070,10,1500,Urgent,15000,PKR,0
2921,56,1411,12,1300,Standard,15600,PKR,0
2922,80,1675,12,1300,Urgent,15600,PKR,1000
